"Note that this data is not a direct pull from FHA data sources, but has been altered to preserve patient confidentiality.",,,,,,,
,,,,,,,
FileYear,Hosp_Rollup,MCCDescription,LHAName_Coded,Count of CaseID,Sum of TotalDays,Sum of AcuteLOS,Sum of ALCLOSDays
2012,Eagle Ridge Hospital,"Diseases & Disorders of Ear, Nose, Mouth & Throat",South Surrey/White Rock,12,12,12,0
2012,Eagle Ridge Hospital,"Diseases & Disorders of Ear, Nose, Mouth & Throat",Surrey,8,8,8,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Blood & Lymphatic System,Burnaby,20,39,39,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Blood & Lymphatic System,Chilliwack,5,5,5,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Blood & Lymphatic System,Coquitlam,68,520,520,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Blood & Lymphatic System,Delta,6,6,6,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Blood & Lymphatic System,Langley,12,369,369,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Blood & Lymphatic System,Maple Ridge,10,61,51,10
2012,Eagle Ridge Hospital,Diseases & Disorders of the Blood & Lymphatic System,New Westminster,6,64,64,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Blood & Lymphatic System,Outside FH,16,207,207,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Blood & Lymphatic System,South Surrey/White Rock,11,11,11,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Blood & Lymphatic System,Surrey,6,11,11,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Circulatory System,Abbotsford,6,17,17,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Circulatory System,Agassiz-Harrison,13,71,71,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Circulatory System,Burnaby,10,96,70,26
2012,Eagle Ridge Hospital,Diseases & Disorders of the Circulatory System,Chilliwack,7,56,56,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Circulatory System,Coquitlam,713,4935,4702,233
2012,Eagle Ridge Hospital,Diseases & Disorders of the Circulatory System,Delta,7,53,53,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Circulatory System,Hope,7,7,7,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Circulatory System,Langley,5,49,49,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Circulatory System,Maple Ridge,15,80,80,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Circulatory System,Mission,6,36,36,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Circulatory System,New Westminster,5,56,26,30
2012,Eagle Ridge Hospital,Diseases & Disorders of the Circulatory System,Outside FH,27,133,133,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Circulatory System,South Surrey/White Rock,12,42,42,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Circulatory System,Surrey,11,42,39,3
2012,Eagle Ridge Hospital,Diseases & Disorders of the Digestive System,Abbotsford,17,35,35,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Digestive System,Agassiz-Harrison,6,6,6,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Digestive System,Burnaby,14,26,26,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Digestive System,Chilliwack,19,26,26,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Digestive System,Coquitlam,767,4234,3852,382
2012,Eagle Ridge Hospital,Diseases & Disorders of the Digestive System,Delta,6,12,12,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Digestive System,Langley,5,8,8,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Digestive System,Maple Ridge,29,145,145,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Digestive System,New Westminster,20,175,84,91
2012,Eagle Ridge Hospital,Diseases & Disorders of the Digestive System,Outside FH,27,54,54,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Digestive System,South Surrey/White Rock,7,13,13,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Digestive System,Surrey,17,57,57,0
2012,Eagle Ridge Hospital,"Diseases & Disorders of the Endocrine System, Nutrition & Metabolism",Abbotsford,6,6,6,0
2012,Eagle Ridge Hospital,"Diseases & Disorders of the Endocrine System, Nutrition & Metabolism",Burnaby,9,19,19,0
2012,Eagle Ridge Hospital,"Diseases & Disorders of the Endocrine System, Nutrition & Metabolism",Chilliwack,11,22,22,0
2012,Eagle Ridge Hospital,"Diseases & Disorders of the Endocrine System, Nutrition & Metabolism",Coquitlam,111,583,485,98
2012,Eagle Ridge Hospital,"Diseases & Disorders of the Endocrine System, Nutrition & Metabolism",Langley,12,12,12,0
2012,Eagle Ridge Hospital,"Diseases & Disorders of the Endocrine System, Nutrition & Metabolism",Maple Ridge,12,88,22,66
2012,Eagle Ridge Hospital,"Diseases & Disorders of the Endocrine System, Nutrition & Metabolism",Mission,5,5,5,0
2012,Eagle Ridge Hospital,"Diseases & Disorders of the Endocrine System, Nutrition & Metabolism",New Westminster,11,114,32,82
2012,Eagle Ridge Hospital,"Diseases & Disorders of the Endocrine System, Nutrition & Metabolism",Outside FH,7,7,7,0
2012,Eagle Ridge Hospital,"Diseases & Disorders of the Endocrine System, Nutrition & Metabolism",South Surrey/White Rock,6,6,6,0
2012,Eagle Ridge Hospital,"Diseases & Disorders of the Endocrine System, Nutrition & Metabolism",Surrey,17,25,25,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Eye,Coquitlam,9,38,36,2
2012,Eagle Ridge Hospital,Diseases & Disorders of the Female Reproductive System,Burnaby,15,24,24,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Female Reproductive System,Chilliwack,10,21,21,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Female Reproductive System,Coquitlam,121,244,244,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Female Reproductive System,Delta,24,42,42,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Female Reproductive System,Langley,8,15,15,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Female Reproductive System,Maple Ridge,18,32,32,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Female Reproductive System,Mission,6,6,6,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Female Reproductive System,New Westminster,11,22,22,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Female Reproductive System,Outside FH,7,12,12,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Female Reproductive System,South Surrey/White Rock,14,47,47,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Female Reproductive System,Surrey,16,30,30,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Hepatobiliary System & Pancreas,Abbotsford,5,21,21,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Hepatobiliary System & Pancreas,Burnaby,10,14,14,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Hepatobiliary System & Pancreas,Chilliwack,6,6,6,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Hepatobiliary System & Pancreas,Coquitlam,205,1360,1182,178
2012,Eagle Ridge Hospital,Diseases & Disorders of the Hepatobiliary System & Pancreas,Delta,7,20,20,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Hepatobiliary System & Pancreas,Maple Ridge,9,51,51,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Hepatobiliary System & Pancreas,New Westminster,10,25,25,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Hepatobiliary System & Pancreas,Outside FH,6,86,56,30
2012,Eagle Ridge Hospital,Diseases & Disorders of the Hepatobiliary System & Pancreas,Surrey,5,26,26,0
2012,Eagle Ridge Hospital,"Diseases & Disorders of the Kidney, Urinary Tract & Male Reproductive System",Burnaby,12,71,29,42
2012,Eagle Ridge Hospital,"Diseases & Disorders of the Kidney, Urinary Tract & Male Reproductive System",Coquitlam,280,2909,2295,614
2012,Eagle Ridge Hospital,"Diseases & Disorders of the Kidney, Urinary Tract & Male Reproductive System",Langley,20,115,115,0
2012,Eagle Ridge Hospital,"Diseases & Disorders of the Kidney, Urinary Tract & Male Reproductive System",Maple Ridge,12,118,110,8
2012,Eagle Ridge Hospital,"Diseases & Disorders of the Kidney, Urinary Tract & Male Reproductive System",Mission,5,21,21,0
2012,Eagle Ridge Hospital,"Diseases & Disorders of the Kidney, Urinary Tract & Male Reproductive System",New Westminster,7,140,51,89
2012,Eagle Ridge Hospital,"Diseases & Disorders of the Kidney, Urinary Tract & Male Reproductive System",Outside FH,8,37,37,0
2012,Eagle Ridge Hospital,"Diseases & Disorders of the Kidney, Urinary Tract & Male Reproductive System",Surrey,8,51,51,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,Abbotsford,42,69,69,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,Agassiz-Harrison,19,32,32,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,Burnaby,26,65,65,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,Chilliwack,36,53,53,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,Coquitlam,236,2259,1812,447
2012,Eagle Ridge Hospital,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,Delta,12,20,20,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,Hope,26,32,32,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,Langley,34,45,45,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,Maple Ridge,31,64,64,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,Mission,11,12,12,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,New Westminster,27,72,72,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,Outside FH,59,164,156,8
2012,Eagle Ridge Hospital,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,South Surrey/White Rock,15,26,26,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,Surrey,72,134,134,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Nervous System,Abbotsford,7,7,7,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Nervous System,Agassiz-Harrison,6,6,6,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Nervous System,Burnaby,18,415,415,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Nervous System,Coquitlam,218,2229,1747,482
2012,Eagle Ridge Hospital,Diseases & Disorders of the Nervous System,Delta,12,994,748,246
2012,Eagle Ridge Hospital,Diseases & Disorders of the Nervous System,Langley,11,16,16,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Nervous System,Maple Ridge,6,36,36,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Nervous System,Mission,13,38,38,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Nervous System,New Westminster,5,238,100,138
2012,Eagle Ridge Hospital,Diseases & Disorders of the Nervous System,Outside FH,7,263,22,241
2012,Eagle Ridge Hospital,Diseases & Disorders of the Nervous System,South Surrey/White Rock,5,5,5,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Nervous System,Surrey,16,21,21,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Respiratory System,Burnaby,7,105,96,9
2012,Eagle Ridge Hospital,Diseases & Disorders of the Respiratory System,Coquitlam,528,5465,4893,572
2012,Eagle Ridge Hospital,Diseases & Disorders of the Respiratory System,Maple Ridge,7,120,62,58
2012,Eagle Ridge Hospital,Diseases & Disorders of the Respiratory System,New Westminster,6,1418,448,970
2012,Eagle Ridge Hospital,Diseases & Disorders of the Respiratory System,Outside FH,14,64,64,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Respiratory System,South Surrey/White Rock,6,24,24,0
2012,Eagle Ridge Hospital,Diseases & Disorders of the Respiratory System,Surrey,7,134,124,10
2012,Eagle Ridge Hospital,"Diseases & Disorders of the Skin, Subcutaneous Tissue & Breast",Abbotsford,12,48,48,0
2012,Eagle Ridge Hospital,"Diseases & Disorders of the Skin, Subcutaneous Tissue & Breast",Burnaby,14,40,40,0
2012,Eagle Ridge Hospital,"Diseases & Disorders of the Skin, Subcutaneous Tissue & Breast",Coquitlam,117,818,818,0
2012,Eagle Ridge Hospital,"Diseases & Disorders of the Skin, Subcutaneous Tissue & Breast",Delta,6,6,6,0
2012,Eagle Ridge Hospital,"Diseases & Disorders of the Skin, Subcutaneous Tissue & Breast",Hope,5,5,5,0
2012,Eagle Ridge Hospital,"Diseases & Disorders of the Skin, Subcutaneous Tissue & Breast",Langley,10,21,21,0
2012,Eagle Ridge Hospital,"Diseases & Disorders of the Skin, Subcutaneous Tissue & Breast",Maple Ridge,8,8,8,0
2012,Eagle Ridge Hospital,"Diseases & Disorders of the Skin, Subcutaneous Tissue & Breast",New Westminster,12,95,28,67
2012,Eagle Ridge Hospital,"Diseases & Disorders of the Skin, Subcutaneous Tissue & Breast",Outside FH,15,31,31,0
2012,Eagle Ridge Hospital,"Diseases & Disorders of the Skin, Subcutaneous Tissue & Breast",South Surrey/White Rock,23,23,23,0
2012,Eagle Ridge Hospital,"Diseases & Disorders of the Skin, Subcutaneous Tissue & Breast",Surrey,6,6,6,0
2012,Eagle Ridge Hospital,Mental Diseases & Disorders,Burnaby,6,98,23,75
2012,Eagle Ridge Hospital,Mental Diseases & Disorders,Coquitlam,191,3656,2041,1615
2012,Eagle Ridge Hospital,Mental Diseases & Disorders,Maple Ridge,7,95,84,11
2012,Eagle Ridge Hospital,Mental Diseases & Disorders,New Westminster,8,338,121,217
2012,Eagle Ridge Hospital,Mental Diseases & Disorders,Outside FH,14,73,71,2
2012,Eagle Ridge Hospital,Mental Diseases & Disorders,Surrey,21,74,74,0
2012,Eagle Ridge Hospital,Multisystemic or Unspecified Site Infections,Burnaby,12,559,186,372
2012,Eagle Ridge Hospital,Multisystemic or Unspecified Site Infections,Coquitlam,84,986,929,57
2012,Eagle Ridge Hospital,Multisystemic or Unspecified Site Infections,Outside FH,23,200,200,0
2012,Eagle Ridge Hospital,Multisystemic or Unspecified Site Infections,Surrey,5,21,21,0
2012,Eagle Ridge Hospital,Newborns & Neonates with Conditions Originating in Perinatal Period,Coquitlam,19,19,19,0
2012,Eagle Ridge Hospital,Other Reasons for Hospitalization,Abbotsford,25,1424,1424,0
2012,Eagle Ridge Hospital,Other Reasons for Hospitalization,Agassiz-Harrison,5,166,145,21
2012,Eagle Ridge Hospital,Other Reasons for Hospitalization,Burnaby,63,2460,1629,831
2012,Eagle Ridge Hospital,Other Reasons for Hospitalization,Chilliwack,8,398,398,0
2012,Eagle Ridge Hospital,Other Reasons for Hospitalization,Coquitlam,445,11609,7680,3929
2012,Eagle Ridge Hospital,Other Reasons for Hospitalization,Delta,5,305,305,0
2012,Eagle Ridge Hospital,Other Reasons for Hospitalization,Hope,6,128,128,0
2012,Eagle Ridge Hospital,Other Reasons for Hospitalization,Langley,8,405,395,10
2012,Eagle Ridge Hospital,Other Reasons for Hospitalization,Maple Ridge,31,1186,1090,96
2012,Eagle Ridge Hospital,Other Reasons for Hospitalization,Mission,20,381,381,0
2012,Eagle Ridge Hospital,Other Reasons for Hospitalization,New Westminster,62,3112,870,2242
2012,Eagle Ridge Hospital,Other Reasons for Hospitalization,Outside FH,20,403,333,70
2012,Eagle Ridge Hospital,Other Reasons for Hospitalization,Surrey,13,427,356,71
2012,Eagle Ridge Hospital,Pregnancy & Childbirth,Coquitlam,17,23,23,0
2012,Eagle Ridge Hospital,Pregnancy & Childbirth,New Westminster,6,6,6,0
2012,Eagle Ridge Hospital,Pregnancy & Childbirth,Outside FH,5,5,5,0
2012,Eagle Ridge Hospital,"Significant Trauma, Injury, Poisoning & Toxic Effects of Drugs",Abbotsford,11,11,11,0
2012,Eagle Ridge Hospital,"Significant Trauma, Injury, Poisoning & Toxic Effects of Drugs",Agassiz-Harrison,6,6,6,0
2012,Eagle Ridge Hospital,"Significant Trauma, Injury, Poisoning & Toxic Effects of Drugs",Burnaby,7,96,25,71
2012,Eagle Ridge Hospital,"Significant Trauma, Injury, Poisoning & Toxic Effects of Drugs",Chilliwack,11,16,16,0
2012,Eagle Ridge Hospital,"Significant Trauma, Injury, Poisoning & Toxic Effects of Drugs",Coquitlam,421,3834,3243,591
2012,Eagle Ridge Hospital,"Significant Trauma, Injury, Poisoning & Toxic Effects of Drugs",Delta,7,7,7,0
2012,Eagle Ridge Hospital,"Significant Trauma, Injury, Poisoning & Toxic Effects of Drugs",Langley,27,102,102,0
2012,Eagle Ridge Hospital,"Significant Trauma, Injury, Poisoning & Toxic Effects of Drugs",Maple Ridge,10,81,64,17
2012,Eagle Ridge Hospital,"Significant Trauma, Injury, Poisoning & Toxic Effects of Drugs",New Westminster,11,349,90,259
2012,Eagle Ridge Hospital,"Significant Trauma, Injury, Poisoning & Toxic Effects of Drugs",Outside FH,19,47,47,0
2012,Eagle Ridge Hospital,"Significant Trauma, Injury, Poisoning & Toxic Effects of Drugs",South Surrey/White Rock,18,18,18,0
2012,Eagle Ridge Hospital,"Significant Trauma, Injury, Poisoning & Toxic Effects of Drugs",Surrey,9,155,75,80
2012,Fraser Canyon Hospital,"Diseases & Disorders of Ear, Nose, Mouth & Throat",Abbotsford,6,13,13,0
2012,Fraser Canyon Hospital,"Diseases & Disorders of Ear, Nose, Mouth & Throat",Hope,10,25,25,0
2012,Fraser Canyon Hospital,Diseases & Disorders of the Blood & Lymphatic System,Chilliwack,5,5,5,0
2012,Fraser Canyon Hospital,Diseases & Disorders of the Blood & Lymphatic System,Hope,12,62,62,0
2012,Fraser Canyon Hospital,Diseases & Disorders of the Circulatory System,Agassiz-Harrison,13,19,19,0
2012,Fraser Canyon Hospital,Diseases & Disorders of the Circulatory System,Chilliwack,5,5,5,0
2012,Fraser Canyon Hospital,Diseases & Disorders of the Circulatory System,Hope,70,367,347,20
2012,Fraser Canyon Hospital,Diseases & Disorders of the Circulatory System,Outside FH,26,141,141,0
2012,Fraser Canyon Hospital,Diseases & Disorders of the Digestive System,Agassiz-Harrison,17,34,34,0
2012,Fraser Canyon Hospital,Diseases & Disorders of the Digestive System,Chilliwack,5,59,59,0
2012,Fraser Canyon Hospital,Diseases & Disorders of the Digestive System,Hope,52,193,193,0
2012,Fraser Canyon Hospital,Diseases & Disorders of the Digestive System,Outside FH,6,6,6,0
2012,Fraser Canyon Hospital,"Diseases & Disorders of the Endocrine System, Nutrition & Metabolism",Agassiz-Harrison,6,26,26,0
2012,Fraser Canyon Hospital,"Diseases & Disorders of the Endocrine System, Nutrition & Metabolism",Hope,17,141,71,70
2012,Fraser Canyon Hospital,"Diseases & Disorders of the Endocrine System, Nutrition & Metabolism",Outside FH,6,6,6,0
2012,Fraser Canyon Hospital,Diseases & Disorders of the Female Reproductive System,Hope,5,16,16,0
2012,Fraser Canyon Hospital,Diseases & Disorders of the Hepatobiliary System & Pancreas,Abbotsford,13,58,58,0
2012,Fraser Canyon Hospital,Diseases & Disorders of the Hepatobiliary System & Pancreas,Agassiz-Harrison,11,16,16,0
2012,Fraser Canyon Hospital,Diseases & Disorders of the Hepatobiliary System & Pancreas,Chilliwack,6,6,6,0
2012,Fraser Canyon Hospital,Diseases & Disorders of the Hepatobiliary System & Pancreas,Hope,24,117,117,0
2012,Fraser Canyon Hospital,Diseases & Disorders of the Hepatobiliary System & Pancreas,Outside FH,6,18,18,0
2012,Fraser Canyon Hospital,"Diseases & Disorders of the Kidney, Urinary Tract & Male Reproductive System",Chilliwack,6,6,6,0
2012,Fraser Canyon Hospital,"Diseases & Disorders of the Kidney, Urinary Tract & Male Reproductive System",Hope,32,191,191,0
2012,Fraser Canyon Hospital,"Diseases & Disorders of the Kidney, Urinary Tract & Male Reproductive System",Outside FH,5,5,5,0
2012,Fraser Canyon Hospital,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,Hope,16,117,109,8
2012,Fraser Canyon Hospital,Diseases & Disorders of the Nervous System,Hope,29,376,172,204
2012,Fraser Canyon Hospital,Diseases & Disorders of the Nervous System,Outside FH,6,13,13,0
2012,Fraser Canyon Hospital,Diseases & Disorders of the Nervous System,Surrey,5,5,5,0
2012,Fraser Canyon Hospital,Diseases & Disorders of the Respiratory System,Agassiz-Harrison,8,26,26,0
2012,Fraser Canyon Hospital,Diseases & Disorders of the Respiratory System,Chilliwack,6,26,26,0
2012,Fraser Canyon Hospital,Diseases & Disorders of the Respiratory System,Hope,102,704,690,14
2012,Fraser Canyon Hospital,Diseases & Disorders of the Respiratory System,Outside FH,20,26,26,0
2012,Fraser Canyon Hospital,"Diseases & Disorders of the Skin, Subcutaneous Tissue & Breast",Agassiz-Harrison,5,5,5,0
2012,Fraser Canyon Hospital,"Diseases & Disorders of the Skin, Subcutaneous Tissue & Breast",Hope,7,42,42,0
2012,Fraser Canyon Hospital,"Diseases & Disorders of the Skin, Subcutaneous Tissue & Breast",Langley,5,27,27,0
2012,Fraser Canyon Hospital,Mental Diseases & Disorders,Agassiz-Harrison,5,10,10,0
2012,Fraser Canyon Hospital,Mental Diseases & Disorders,Hope,19,128,73,55
2012,Fraser Canyon Hospital,Mental Diseases & Disorders,Outside FH,21,77,77,0
2012,Fraser Canyon Hospital,Multisystemic or Unspecified Site Infections,Agassiz-Harrison,11,37,37,0
2012,Fraser Canyon Hospital,Multisystemic or Unspecified Site Infections,Hope,21,184,184,0
2012,Fraser Canyon Hospital,Multisystemic or Unspecified Site Infections,Outside FH,6,19,19,0
2012,Fraser Canyon Hospital,Other Reasons for Hospitalization,Burnaby,7,213,0,213
2012,Fraser Canyon Hospital,Other Reasons for Hospitalization,Hope,57,830,566,264
2012,Fraser Canyon Hospital,Other Reasons for Hospitalization,Outside FH,6,17,17,0
2012,Fraser Canyon Hospital,"Significant Trauma, Injury, Poisoning & Toxic Effects of Drugs",Chilliwack,6,6,6,0
2012,Fraser Canyon Hospital,"Significant Trauma, Injury, Poisoning & Toxic Effects of Drugs",Hope,14,143,107,36
2012,Fraser Canyon Hospital,"Significant Trauma, Injury, Poisoning & Toxic Effects of Drugs",Outside FH,6,13,13,0
2012,Langley Memorial Hospital,"Diseases & Disorders of Ear, Nose, Mouth & Throat",Abbotsford,21,48,48,0
2012,Langley Memorial Hospital,"Diseases & Disorders of Ear, Nose, Mouth & Throat",Burnaby,6,6,6,0
2012,Langley Memorial Hospital,"Diseases & Disorders of Ear, Nose, Mouth & Throat",Chilliwack,11,11,11,0
2012,Langley Memorial Hospital,"Diseases & Disorders of Ear, Nose, Mouth & Throat",Coquitlam,28,41,41,0
2012,Langley Memorial Hospital,"Diseases & Disorders of Ear, Nose, Mouth & Throat",Langley,104,262,262,0
2012,Langley Memorial Hospital,"Diseases & Disorders of Ear, Nose, Mouth & Throat",Maple Ridge,27,27,27,0
2012,Langley Memorial Hospital,"Diseases & Disorders of Ear, Nose, Mouth & Throat",Mission,6,6,6,0
2012,Langley Memorial Hospital,"Diseases & Disorders of Ear, Nose, Mouth & Throat",Outside FH,8,25,25,0
2012,Langley Memorial Hospital,"Diseases & Disorders of Ear, Nose, Mouth & Throat",South Surrey/White Rock,9,10,10,0
2012,Langley Memorial Hospital,"Diseases & Disorders of Ear, Nose, Mouth & Throat",Surrey,43,81,80,1
2012,Langley Memorial Hospital,Diseases & Disorders of the Blood & Lymphatic System,Abbotsford,13,130,130,0
2012,Langley Memorial Hospital,Diseases & Disorders of the Blood & Lymphatic System,Langley,76,573,537,36
2012,Langley Memorial Hospital,Diseases & Disorders of the Blood & Lymphatic System,Outside FH,25,153,153,0
2012,Langley Memorial Hospital,Diseases & Disorders of the Blood & Lymphatic System,South Surrey/White Rock,11,248,90,159
2012,Langley Memorial Hospital,Diseases & Disorders of the Blood & Lymphatic System,Surrey,27,209,176,33
2012,Langley Memorial Hospital,Diseases & Disorders of the Circulatory System,Abbotsford,13,84,84,0
2012,Langley Memorial Hospital,Diseases & Disorders of the Circulatory System,Burnaby,20,82,82,0
2012,Langley Memorial Hospital,Diseases & Disorders of the Circulatory System,Chilliwack,13,66,53,13
2012,Langley Memorial Hospital,Diseases & Disorders of the Circulatory System,Coquitlam,21,75,75,0
2012,Langley Memorial Hospital,Diseases & Disorders of the Circulatory System,Delta,12,79,79,0
2012,Langley Memorial Hospital,Diseases & Disorders of the Circulatory System,Hope,6,96,96,0
2012,Langley Memorial Hospital,Diseases & Disorders of the Circulatory System,Langley,779,6428,5745,683
2012,Langley Memorial Hospital,Diseases & Disorders of the Circulatory System,Maple Ridge,20,55,55,0
2012,Langley Memorial Hospital,Diseases & Disorders of the Circulatory System,Mission,5,21,21,0
2012,Langley Memorial Hospital,Diseases & Disorders of the Circulatory System,Outside FH,27,142,142,0
2012,Langley Memorial Hospital,Diseases & Disorders of the Circulatory System,South Surrey/White Rock,14,109,109,0
2012,Langley Memorial Hospital,Diseases & Disorders of the Circulatory System,Surrey,154,1045,879,166
2012,Langley Memorial Hospital,Diseases & Disorders of the Digestive System,Abbotsford,17,299,228,71
2012,Langley Memorial Hospital,Diseases & Disorders of the Digestive System,Agassiz-Harrison,19,63,63,0
2012,Langley Memorial Hospital,Diseases & Disorders of the Digestive System,Burnaby,5,20,20,0
2012,Langley Memorial Hospital,Diseases & Disorders of the Digestive System,Chilliwack,18,86,86,0
2012,Langley Memorial Hospital,Diseases & Disorders of the Digestive System,Coquitlam,24,78,78,0
2012,Langley Memorial Hospital,Diseases & Disorders of the Digestive System,Delta,15,96,96,0
2012,Langley Memorial Hospital,Diseases & Disorders of the Digestive System,Langley,909,7514,6582,932
2012,Langley Memorial Hospital,Diseases & Disorders of the Digestive System,Maple Ridge,6,29,29,0
2012,Langley Memorial Hospital,Diseases & Disorders of the Digestive System,Mission,13,32,32,0
2012,Langley Memorial Hospital,Diseases & Disorders of the Digestive System,Outside FH,31,160,160,0
2012,Langley Memorial Hospital,Diseases & Disorders of the Digestive System,South Surrey/White Rock,9,30,30,0
2012,Langley Memorial Hospital,Diseases & Disorders of the Digestive System,Surrey,229,1329,1300,29
2012,Langley Memorial Hospital,"Diseases & Disorders of the Endocrine System, Nutrition & Metabolism",Abbotsford,23,46,46,0
2012,Langley Memorial Hospital,"Diseases & Disorders of the Endocrine System, Nutrition & Metabolism",Coquitlam,6,32,32,0
2012,Langley Memorial Hospital,"Diseases & Disorders of the Endocrine System, Nutrition & Metabolism",Langley,131,890,757,133
2012,Langley Memorial Hospital,"Diseases & Disorders of the Endocrine System, Nutrition & Metabolism",Maple Ridge,7,7,7,0
2012,Langley Memorial Hospital,"Diseases & Disorders of the Endocrine System, Nutrition & Metabolism",Outside FH,9,68,68,0
2012,Langley Memorial Hospital,"Diseases & Disorders of the Endocrine System, Nutrition & Metabolism",South Surrey/White Rock,6,234,172,61
2012,Langley Memorial Hospital,"Diseases & Disorders of the Endocrine System, Nutrition & Metabolism",Surrey,53,356,331,25
2012,Langley Memorial Hospital,Diseases & Disorders of the Eye,Langley,5,101,66,35
2012,Langley Memorial Hospital,Diseases & Disorders of the Eye,Surrey,7,21,21,0
2012,Langley Memorial Hospital,Diseases & Disorders of the Female Reproductive System,Abbotsford,14,19,19,0
2012,Langley Memorial Hospital,Diseases & Disorders of the Female Reproductive System,Chilliwack,20,27,27,0
2012,Langley Memorial Hospital,Diseases & Disorders of the Female Reproductive System,Coquitlam,5,5,5,0
2012,Langley Memorial Hospital,Diseases & Disorders of the Female Reproductive System,Delta,21,21,21,0
2012,Langley Memorial Hospital,Diseases & Disorders of the Female Reproductive System,Langley,185,353,353,0
